Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location
Graceful Flat Of 850 Sq Ft Is Prepared For Sale In Pallabi Eastern Housing.,2,2,5,vacant,850,dhaka,"৳2,500,000","Pallabi, Mirpur"
A Modern Well-planned Flat Of 1256 Sq Ft Is Up For Sale Is Situated In Aftab Nagar,3,2,5,vacant,1256,dhaka,"৳6,500,000","Block H, Aftab Nagar"
We Have A 1200 Sq.Ft -3 Bedroom Flat For Sale In Uttar Badda Nearby AMZ Hospital Ltd.,3,3,9,vacant,1200,dhaka,"৳6,050,000","Uttar Badda, Badda"
Comfortable And Nicely Planned 1530 Sq Ft Flat In Shegunbagicha For Sale,3,3,9,vacant,1530,dhaka,"৳15,500,000","Topkhana Road, Shegunbagicha"
"This 650 Sq Ft Apartment For Sale In Mirpur Section 12, Next To Doctor Muhammad Shahidullah Adarsha Uchcha Madhyamik Bidyapith.",2,2,4,vacant,650,dhaka,"৳4,600,000","Section 12, Mirpur"
"Start a new home, in this 2150 SQ FT apartment for sale in Bashundhara R-A",3,3,8,vacant,2150,dhaka,"৳18,500,000","Block C, Bashundhara R-A"
1316 Sq Ft Fine Flat Is Now For Sale Which Is In Bashundhara R/a Near To Iub,3,4,3,vacant,1316,dhaka,"৳13,500,000","Block C, Bashundhara R-A"
A rightly planned 1325 SQ FT flat is found for sale in Mirpur near Islami Bank Hospital,3,3,5,vacant,1325,dhaka,"৳6,500,000","Section 11, Mirpur"
"Make This 1852 Sq Ft Flat For Sale, Your Residing Location, In Bashundhara R/A Near JFP",3,3,5,vacant,1852,dhaka,"৳21,500,000","Block A, Bashundhara R-A"
1210 Square Feet Apartment Is For Sale At Maghbazar,3,3,1,vacant,1210,dhaka,"৳6,000,000","Boro Maghbazar, Maghbazar"
1654 SFT Three Bedroom Apartment | Vacant Now | Ready To Move in Uttara,3,4,5,vacant,1654,dhaka,"৳11,000,000","Sector 18, Uttara"
"1275 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",3,3,6,vacant,1275,dhaka,"৳12,500,000","Block J, Bashundhara R-A"
"Best Location For Your Office, This 2600 Sq Ft Business Space Is Ready To Sale At Outer Circular Road, Shiddheswari",,,8,vacant,2600,dhaka,"৳42,900,000","Outer Circular Road, Shiddheswari"
"Dwell In This 1955 Sq Ft Apartment, Which Is Now Up For Sale In Shiddheswari",4,4,1,vacant,1955,dhaka,"৳25,237,500","Shiddeswari Road, Shiddheswari"
"1609 Sq Ft Suitable Apartment For Sale In Banasree, Block H",3,3,2,vacant,1609,dhaka,"৳12,800,000","Block H, Banasree"
This Flat Is Up For Sale At Shahjadpur Near Bangladesh Institute Of Management Studies,3,3,6,vacant,1500,dhaka,"৳12,800,000","Shahjadpur, Badda"
1207 SQ FT flat is now for sale in Badda near to Southeast Bank,3,3,6,vacant,1207,dhaka,"৳12,870,000","Shahjadpur, Badda"
A Fine Flat Is Now For Sale Which Is In Agargaon Near Agargaon Taltola Colony High School &amp; Womens&#039; College,3,3,5,vacant,1400,dhaka,"৳6,500,000",Agargaon
An Apartment Is Up For Sale In Kallyanpur.,3,3,4,vacant,1430,dhaka,"৳8,580,000","Kallyanpur, Mirpur"
Flat For Sale In Arambag R/a Near Al Arabia Jame Masjid And Madrasa,3,3,8,vacant,1310,dhaka,"৳7,205,000","Arambag Residential Area, Mirpur"
Check this apartment for sale at Mirpur near Shahidbag Masjid,2,2,5,vacant,650,dhaka,"৳2,200,000","Section 12, Mirpur"
"850 Sq Ft Flat For Sale In Taltola, Khilgaon",2,2,2,vacant,850,dhaka,"৳5,500,000","Taltola, Khilgaon"
See this amazing office space in Uttara near to City Bank Limited,,,10,vacant,3100,dhaka,"৳46,500,000","Sector 3, Uttara"
Reasonable 1600 Sq Ft Flat Is Available For Sale In Badda Near To Badda Post Office,4,3,4,vacant,1600,dhaka,"৳12,000,000","Middle Badda, Badda"
1375 Sq. Ft. flat is now up for sale located in Mirpur DOHS,3,3,1,vacant,1375,dhaka,"৳12,000,000","Mirpur DOHS, Mirpur"
"A Nicely Build 1050 Sq Ft Apartment Is Vacant For Sale In Mirpur, Turag City",2,2,1,vacant,1050,dhaka,"৳5,500,000","Section 1, Mirpur"
Acquire This 130 Sq Ft Shop Which Is Up For Sale In Nikunja 2,,,2,vacant,130,dhaka,"৳4,200,000","Nikunja 2, Nikunja"
Be The Owner Of This 1450 Sq Ft Flat Which Is Vacant Now For Sale At West Shewrapara Nearby North South International School,3,3,9,vacant,1450,dhaka,"৳8,675,000","West Shewrapara, Mirpur"
"Situated In West Shewrapara, Near North South International School, A 1400 Sq Ft Apartment Is Up For Sale",3,3,7,vacant,1400,dhaka,"৳8,400,000","West Shewrapara, Mirpur"
"Near Shewrapara Jame Masjid, A Blissful Flat Is Available For Sale In West Shewrapara",3,3,2,vacant,1180,dhaka,"৳6,500,000","West Shewrapara, Mirpur"
"A 780 Sq Ft Flat Can Be Found In Bank Colony For Sale, Near Happy Isle International School",2,2,3,vacant,780,dhaka,"৳2,730,000","Bank Colony, Savar"
In Mirpur 1100 SQ FT flat is available for sale which is now close to Life Aid Specialized Hospital,3,2,7,vacant,1100,dhaka,"৳4,950,000","Middle Monipur, Mirpur"
Reasonable 1100 SQ FT flat is available for sale in Mirpur near to Life Aid Specialized Hospital,3,2,5,vacant,1100,dhaka,"৳4,950,000","Middle Monipur, Mirpur"
"Choose your destination, 1100 SQ FT flat which is available for sale in Mirpur near to Life Aid Specialized Hospital",3,2,4,vacant,1100,dhaka,"৳4,950,000","Middle Monipur, Mirpur"
Ready 1100 SQ FT flat is now for sale in Mirpur nearby Life Aid Specialized Hospital,3,2,3,vacant,1100,dhaka,"৳4,950,000","Middle Monipur, Mirpur"
1100 SQ FT flat is now for sale in Mirpur near to Life Aid Specialized Hospital,3,2,3,vacant,1100,dhaka,"৳4,950,000","Middle Monipur, Mirpur"
"Get Ready For Your Countless Peaceful Days With This 1096 Sq Ft Flat At 1st Colony, Mirpur Is Up To Sale",3,3,13,vacant,1096,dhaka,"৳6,600,000","1st Colony, Mirpur"
1365 Sq Ft Flat With Important Residential Features Is For Sale In Mirpur-10,3,3,3,vacant,1365,dhaka,"৳7,507,500","Section 10, Mirpur"
1365 Sq Ft Flat With Fine Residential Properties Is For Sale In Mirpur-10,3,3,5,vacant,1365,dhaka,"৳7,507,500","Section 10, Mirpur"
1365 Sq Ft Flat With Modern Residential Approaches Is For Sale In Mirpur-10,3,3,5,vacant,1365,dhaka,"৳7,507,500","Section 10, Mirpur"
A well-constructed 2415 SQ FT flat is for sale in Bashundhara R-A,3,4,6,vacant,2415,dhaka,"৳25,500,000","Block A, Bashundhara R-A"
"An Adequate And Cozy 810 Sq.Ft Flat Is For Sale At West Kazipara, Near Baitur Rob Jaame Masjid",2,2,3,vacant,810,dhaka,"৳3,402,000","West Kazipara, Mirpur"
"Well-developed Residence up for sale in Bashundhara R-A, of 1550 SQ FT",3,3,3,vacant,1550,dhaka,"৳11,500,000","Block H, Bashundhara R-A"
Take A Look At This 1050 Square Feet And 3 Bedroom Residential Apartment For Sale At East Monipur Next To Kuwaiti Masjid,3,3,7,vacant,1050,dhaka,"৳3,750,000","East Monipur, Mirpur"
"4200 Sq Ft Flat With Updated Residential Features Is Up For Sale In Bashundhara, Block I",4,4,4,vacant,4200,dhaka,"৳50,400,000","Block I, Bashundhara R-A"
Express Your Individuality At This 1400 Sq.ft Apartment Which Is Vacant For Sale In The Location Of South Monipur .,3,3,4,vacant,1400,dhaka,"৳6,300,000","South Monipur, Mirpur"
For Selling Purpose This Flat Is Now Vacant In The Location Of South Monipur .,3,3,9,vacant,1400,dhaka,"৳6,300,000","South Monipur, Mirpur"
Buy This Flat At South Monipur For The Ideal Urban Lifestyle You Dream About.,2,2,6,vacant,1000,dhaka,"৳4,500,000","South Monipur, Mirpur"
Close To Mirpur 10 Block C Water Tank A 1518 Square Feet Residential Apartment For Sale,4,3,6,vacant,1518,dhaka,"৳10,000,000","Section 10, Mirpur"
Worthy 1250 SQ FT Nice home is ready for sale at Mirpur 15,4,4,8,vacant,1250,dhaka,"৳12,500,000","Section 15, Mirpur"
2230 Sq Ft Ready Flat For Sale In Bashundhara R-a,4,4,5,vacant,2230,dhaka,"৳16,000,000","Block I, Bashundhara R-A"
Grab This 1200 Sq Ft Apartment Available For Sale In Joar Sahara,3,2,3,vacant,1200,dhaka,"৳6,500,000","Lichu Bagan Road, Joar Sahara"
A Newly Constructed Apartment In North Pirerbag Is Available For Sale Which Is 1050 Sq Ft,3,3,1,vacant,1050,dhaka,"৳4,500,000","Pirerbag, Mirpur"
Tastefully Designed This 650 Sq Ft Home Is Now Vacant For Sale In Mirpur,2,2,2,vacant,650,dhaka,"৳4,225,000","Section 10, Mirpur"
Attention Home Finders! A 1400 Sq.ft Flat Is Up For Sale In West Shewrapara Close To North South International School.,3,3,3,vacant,1400,dhaka,"৳6,300,000","West Shewrapara, Mirpur"
Very Next To North South International School 1400 Square Feet Large Apartment Is For Sale At West Shewrapara.,3,3,5,vacant,1400,dhaka,"৳6,300,000","West Shewrapara, Mirpur"
In The Fine Location Of South Monipur A 1000 Sq Ft Apartment Is All Set For Sale,2,2,2,vacant,1000,dhaka,"৳4,500,000","South Monipur, Mirpur"
"A Finely Built 1090 Sq Ft Flat Is Up For Sale In Ali And Nur Real Estate, Mohammadpur",3,3,3,vacant,1090,dhaka,"৳6,540,000","Ali And Nur Real Estate, Mohammadpur"
"Plan to move in this 1463 SQ FT flat which is up for sale in Mirpur, 2nd Colony",3,3,3,vacant,1463,dhaka,"৳5,852,000","2nd Colony, Mirpur"
A well-constructed 1650 SQ FT flat is for sale in Bochila,3,3,1,vacant,1650,dhaka,"৳7,500,000","Bochila, Mohammadpur"
A 1125 Sq Ft Flat Can Be Found In Dakshin Khan For Sale,3,2,3,vacant,1125,dhaka,"৳4,775,000","Faydabad, Dakshin Khan"
A Decent 1125 Sq Ft Flat Which Is Now For Sale In Dakshin Khan,3,2,3,vacant,1125,dhaka,"৳4,775,000","Faydabad, Dakshin Khan"
Nice Flat Of 1150 Sq Ft Can Be Found In Dakshin Khan To Sale,3,2,8,vacant,1150,dhaka,"৳4,870,000","Faydabad, Dakshin Khan"
This 2 Bedroom Home In Faydabad Is Up For Sale In A Wonderful Neighborhood,2,2,5,vacant,600,dhaka,"৳2,600,000","Faydabad, Dakshin Khan"
650 Sq. Ft. Residential Apartment Is On Sale In Mirpur Near Pallabi Police Station,2,2,5,vacant,650,dhaka,"৳2,200,000","Section 12, Mirpur"
Are you in hurry? No worries! You Can Take This 1250 Sq Ft Flat for Sale in East Shewrapara,3,3,4,vacant,1250,dhaka,"৳9,000,000","East Shewrapara, Mirpur"
Buy This 1250 Square Feet Apartment In Baitul Aman Housing Society,3,3,6,vacant,1250,dhaka,"৳15,000,000","Baitul Aman Housing Society, Adabor"
"A Rightly Planned 1350 Sq Ft Flat Is Found For Sale In East Hazipara, East Rampura",3,3,2,vacant,1350,dhaka,"৳11,000,000","East Rampura, Rampura"
"Dwell In This 1350 Sq Ft Flat Up For Sale In Mohammadpur, Katashur",3,3,9,vacant,1350,dhaka,"৳9,000,000","Katashur, Mohammadpur"
This 1250 Sq Ft Well Defined Flat Is Now Vacant To Sale In Pirerbag,3,3,8,vacant,1250,dhaka,"৳7,000,000","Pirerbag, Mirpur"
2500 Square Feet Flat For Sale In Bashundhara R-a,4,5,7,vacant,2500,dhaka,"৳22,500,000","Block K, Bashundhara R-A"
"Imagine A Spacious Flat That Comes With Your Affordability Yes This 2380 Sq Ft Beautiful Apartment Up For Sale In Bashundhara, Near Playpen School Junior Section Is Definitely That One.",4,5,1st,vacant,2380,dhaka,"৳29,000,000","Block D, Bashundhara R-A"
Best Location Mirpur | Spacious And Bright 3 Bedroom 1100 Sq Ft Apt. | For Sale,3,3,5,vacant,1100,dhaka,"৳6,100,000","Ahmed Nagar, Mirpur"
Promising Under-construction 1100 Sq Ft Apartment For Sale In Mirpur,3,3,4,vacant,1100,dhaka,"৳6,100,000","Ahmed Nagar, Mirpur"
"2500 SFT 4 bed Apartment is ready to sale in Bashundhara R-A, Dhaka",4,4,6,vacant,2500,dhaka,"৳22,500,000","Block K, Bashundhara R-A"
"1900 Sq Ft Apartment Is Ready For Sale In Adabor, Dhaka Housing Main Road",3,4,9,vacant,1900,dhaka,"৳12,350,000","Dhaka Housing Main Road, Adabor"
5000 Sq Ft Office Is Available To Sale In Kathalbagan With Satisfactory Price.,,,1,vacant,5000,dhaka,"৳72,500,000","Free School Street, Kathalbagan"
"Spacious 5000 Sq Ft Commercial Office For Sale In Free School Street Road, Kathalbagan, Dhaka",,,1,vacant,5000,dhaka,"৳72,500,000","Free School Street, Kathalbagan"
"1910 Sq Ft Commercial Space For Sale In Banasree, Block J",,,1,vacant,1910,dhaka,"৳22,920,000","Block J, Banasree"
Visit 1308 Sq Ft Residential Flat For Sale In Mirpur,3,3,1,vacant,1308,dhaka,"৳6,600,000","Section 2, Mirpur"
A Very Well Fitted 2268 Sq Ft Business Space Is Up For Sale In Dhanmondi,,,4,vacant,2268,dhaka,"৳47,000,000","Road No 5, Dhanmondi"
Here Is A Well Defined Flat Of 780 Sq Ft Waiting For Sale At Rupnagar R/A,2,2,1,vacant,780,dhaka,"৳4,000,000","Rupnagar R/A, Mirpur"
1515 Sq Ft Residential Apartment For Sale In Banasree Block G,3,4,9,vacant,1515,dhaka,"৳12,877,500","Block G, Banasree"
Spacious 2500 SFT Commercial Space For Sale In Banasree Block G,,,1,vacant,2500,dhaka,"৳35,000,000","Block G, Banasree"
Offering You A 1370 Sq Ft Flat For Sale In Mirpur-2,3,3,1,vacant,1370,dhaka,"৳8,500,000","Section 2, Mirpur"
"1260 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block K",3,3,5,vacant,1260,dhaka,"৳10,710,000","Block K, Bashundhara R-A"
"Grab This 1500 Square Feet Flat Available For Sale In Bashundhara R-a, Block K",3,3,3,vacant,1500,dhaka,"৳12,750,000","Block K, Bashundhara R-A"
1750 Sq Ft Residential Flat For Sale In Uttara-12,3,3,2,vacant,1750,dhaka,"৳19,200,000","Sector 12, Uttara"
1750 Sq Ft Nice Flat For Sale In Uttara-12,3,3,1,vacant,1750,dhaka,"৳19,200,000","Sector 12, Uttara"
Offering You A 1070 Sq Ft Flat For Sale In Mohammadi Housing LTD,3,3,6,vacant,1070,dhaka,"৳7,490,000","Mohammadi Housing LTD., Mohammadpur"
A 970 Sq.Ft Apartment For sale Is All Set For You In East Bashabo Close To Agrani Bank Limited,3,2,6,vacant,970,dhaka,"৳5,000,000","East Bashabo, Bashabo"
Ready To Move in Dakshin Khan | 1475 SFT 3 bedroom Apt. | Well Maintained,3,3,9,vacant,1475,dhaka,"৳8,850,000","South Mollartek, Dakshin Khan"
There Is 3 Bedroom Apartment Up For Sale In The Location Of Adabor Near Baitul Aman Housing Society Jame Mosque.,3,2,1,vacant,900,dhaka,"৳4,000,000","Baitul Aman Housing Society, Adabor"
1260 Sft Well Maintained Apartment For Sale At Mirpur Dhaka,3,3,4,vacant,1260,dhaka,"৳8,000,000","Middle Monipur, Mirpur"
"1596 Sq Ft 3 Bed Apt. Is Available To Sale In Khilgaon, Dhaka",3,3,1,vacant,1596,dhaka,"৳10,374,000","Riazbag, Khilgaon"
Residential Apartment For Sale in Aftab Nagar | 1350 SFT Apt. | Well Maintained,3,3,2,vacant,1350,dhaka,"৳10,800,000","Block M, Aftab Nagar"
"1657 Square Feet Residential Flat With 3 Bedrooms For Sale In Uttara, Sector 18",3,3,2,vacant,1657,dhaka,"৳10,500,000","Sector 18, Uttara"
980 Sq Ft Apartment Is Ready For Sale At Uttar Badda,2,2,2,vacant,980,dhaka,"৳4,500,000","Uttar Badda, Badda"
Offering You A 1370 Sq Ft Flat For Sale In Uttar Badda,3,3,2,vacant,1370,dhaka,"৳7,800,000","Uttar Badda, Badda"
"1420 Sqft Residential Speace Is For Sale, 1st Colony, Mazar Road , Mirpur-1",3,3,2,vacant,1420,dhaka,"৳10,500,000","1st Colony, Mirpur"
"Get Ready To Buy This Ideally Maintained 2456 Sq Ft Apartment Located In Block K, Bashundhara R-A",4,4,8,vacant,2456,dhaka,"৳22,104,000","Block K, Bashundhara R-A"
"Get A Look At This Lovely Flat For Sale Featuring 2500 Sq Ft In Block K, Bashundhara R-A",4,4,8,vacant,2500,dhaka,"৳22,500,000","Block K, Bashundhara R-A"
Plan To Move In This 1599 Sq Ft Flat Which Is For Sale In Shahidbag,3,3,3,vacant,1599,dhaka,"৳15,990,000","Shahidbag, Malibagh"
Offering You 2100 Sq Ft Flat For Sale In Pirerbag,8,6,3,vacant,2100,dhaka,"৳5,460,000","Pirerbag, Mirpur"
Well Planned 1348 Sq Ft Flat For Sale In Aftab Nagar,3,3,1,vacant,1348,dhaka,"৳11,200,000","Block H, Aftab Nagar"
"Look At This Nice 2225 Sq Ft Flat Is Up For Sale At Block I, Bashundhara R/A",4,4,3,vacant,2225,dhaka,"৳23,500,000","Block I, Bashundhara R-A"
For Selling Purposes 2255 Square Feet Flat With 3 Balconies Is Available In Uttara-1,3,4,7,vacant,2255,dhaka,"৳22,000,000","Sector 1, Uttara"
A 3 Bedroom Apartment Is Up For Sale In Middle Monipur Near Monipur High School And College.,3,3,5,vacant,1200,dhaka,"৳5,400,000","Middle Monipur, Mirpur"
3 Bedroom Apartment Is For Sale In Middle Monipur Near Monipur High School And College.,3,3,6,vacant,1200,dhaka,"৳5,400,000","Middle Monipur, Mirpur"
Visit This Apartment For Sale In Middle Monipur Near Iqra International School,3,2,2,vacant,1100,dhaka,"৳4,950,000","Middle Monipur, Mirpur"
"A Nice Flat Of 1445 Sq Ft Is Ready For Sale In Kachukhet , Near Muslim Modern College",3,3,2,vacant,1445,dhaka,"৳6,936,000","Muslim Modern College Road, Kachukhet"
Visit This Apartment For Sale In West Shewrapara Near Baitun Noor Jame Masjid,3,3,4,vacant,1200,dhaka,"৳5,000,000","West Shewrapara, Mirpur"
"A Comfortably Planned Flat of 1,150 Sq. Ft. is up for Sale Now In Agargaon",3,2,8,vacant,1150,dhaka,"৳6,325,000","Kutum Goli, Agargaon"
In Agargaon 1150 SQ FT flat is available for sale which is now close to Momtaz Mansion Jame Masjid,3,2,3,vacant,1150,dhaka,"৳6,325,000","Kutum Goli, Agargaon"
1050 Sq.Ft And 3 Bedroom Apartment For Sale In Ibrahimpur Near Ibrahimpur Central Jame Masjid,3,3,1,vacant,1050,dhaka,"৳3,750,000","Srjani road, Ibrahimpur"
"At Joar Sahara, flat for Sale close to DBBL ATM",3,2,1,vacant,1200,dhaka,"৳5,500,000","Lichu Bagan Road, Joar Sahara"
Visit This Apartment For Sale In Kallyanpur Near Kallyanpur Kazi Office.,4,3,1,vacant,1650,dhaka,"৳10,000,000","Kallyanpur, Mirpur"
A Shop Is Up For Sale In Middle Badda Near IFIC Bank Limited.,,,,vacant,89,dhaka,"৳3,000,000","Middle Badda, Badda"
An Apartment Up For Sale At Pallabi Near To Pallabi Jhil Jame Mashjid,3,3,6,vacant,1850,dhaka,"৳9,800,000","Pallabi, Mirpur"
A 1420 Sq. Ft Brand New Apartment Which Is Up For Sale At Pallabi Near To Popular Hospital.,3,3,2,vacant,1420,dhaka,"৳8,200,000","Pallabi, Mirpur"
Welcome You A Cozy Apartment Placed In Mirpur Near Eastern Housing,2,2,4,vacant,850,dhaka,"৳3,300,000","Pallabi, Mirpur"
Beautiful And Well-constructed Flat Is Ready For Sale At Shahjadpur Nearby Shahjadpur Model Government Primary School,3,3,7,vacant,1475,dhaka,"৳15,550,000","Shahjadpur, Badda"
Impressive Flat Of 1375 Sq Ft Is Up For Sale In Shahjadpur Near Eidgah Mosque,3,3,4,vacant,1375,dhaka,"৳14,550,000","Shahjadpur, Badda"
Get Comfortable In A Flat For Sale In Paikpara Nearby Paikpara Jame Mosjid,3,2,1,vacant,1050,dhaka,"৳4,410,000","Paikpara, Mirpur"
"Create Your New Home In A Flat For Sale In Mirpur, Near Pallabi Mohila Degree College",2,2,2,vacant,905,dhaka,"৳4,072,500","Section 12, Mirpur"
We Have A Ready Flat For Sale In Mirpur Nearby Mirpur Adhunik Hospital,2,2,2,vacant,850,dhaka,"৳3,825,000","Section 12, Mirpur"
Get Comfortable In A Flat For Sale In Faydabad Nearby Faidabad Central Eidgah Maidan,2,2,2,vacant,600,dhaka,"৳2,880,000","Faydabad, Dakshin Khan"
1422 Sq Ft Residential Space Is For Sale At Badda,3,3,1,vacant,1422,dhaka,"৳9,811,800","Jagannathpur, Badda"
Your Desired 3-Bedroom Home In Uttar Badda Very Near To Sadhinata Sarani Ideal School Is Now Vacant For Sale,3,2,6,vacant,1200,dhaka,"৳6,050,000","Uttar Badda, Badda"
A Well Planned Apartment For Sale In Ashulia Near Baitul Aman Mosjid,3,3,3,vacant,1470,dhaka,"৳7,800,000","Ashulia, Savar"
Well Structured Flat for Sale in Badda close to Sahaba Jame Mosjid,3,3,8,vacant,1396,dhaka,"৳9,674,000","Merul Badda, Badda"
Cozy Apartment Is Up For Sale In Mirpur- 12 Nearby Agrani Bank Limited,3,3,5,vacant,1100,dhaka,"৳6,200,000","Section 12, Mirpur"
"Prominent Location And Splendid Outlook, This Open Floor Is Up For Sale In Mirpur Near To Life Aid Specialized Hospital Pvt. Ltd.",,,2,vacant,1700,dhaka,"৳11,600,000","East Monipur, Mirpur"
"Convenient Apartment Is Up For Sale In Shyamoli, Near Shyamoli Club Playground",3,3,9,vacant,1625,dhaka,"৳11,000,000","Ring Road, Shyamoli"
"In An Urban Location And Reasonable Price, This Flat Is For Sale In Nobodoy Housing Society.",2,2,2,vacant,900,dhaka,"৳6,500,000","Nobodoy Housing Society, Mohammadpur"
"Buy This 1465 Sq Ft Residential Flat In Mirpur, Pallabi",3,3,5,vacant,1465,dhaka,"৳8,600,000","Pallabi, Mirpur"
A Very Well-fitted Home Is Here Sited At Uttara Near Uttara 15 Number Sector Central Jame Mosjid Featuring 1600 Sq Ft Space For Sale.,3,3,2,vacant,1600,dhaka,"৳12,000,000","Sector 15, Uttara"
A 1180 Square Ft Residential Apartment For Sale At Borobag -Mirpur 2.,3,3,4,vacant,1180,dhaka,"৳6,490,000","Section 2, Mirpur"
"1215 Square Feet Apartment Is Ready For Sale At Ranavola, Turag",3,3,6,vacant,1215,dhaka,"৳7,500,000","Ranavola, Turag"
A Vacant Flat Of 800 Sq Ft Located In Paikpara Close To Delta Hospital Is Up For Sale.,2,2,6,vacant,800,dhaka,"৳4,000,000","Ahmed Nagar, Mirpur"
We Are Offering You This 785 Sq Ft Ready Flat For Sale In Uttara-4,2,2,5,vacant,785,dhaka,"৳8,250,000","Sector 4, Uttara"
"1800 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",3,3,8,vacant,1800,dhaka,"৳16,000,000","Block J, Bashundhara R-A"
Reasonable 1700 SQ FT flat is available for sale in Mohammadpur,3,3,5,vacant,1700,dhaka,"৳18,500,000","Ring Road, Mohammadpur"
Let Us Help You To Buy This 1125 Sq Ft Apartment Which Is Now Available In Mirpur DOHS,3,3,3,vacant,1125,dhaka,"৳9,500,000","Mirpur DOHS, Mirpur"
Uncover Your Place In A 1200 Sq Ft Structurally Well Built House For Sale In Mirpur DOHS,3,2,6,vacant,1200,dhaka,"৳11,500,000","Mirpur DOHS, Mirpur"
Uncover Your Place in a 1000 Sq Ft Structurally Well Built House for Sale in Shantinagar,2,2,1,vacant,1000,dhaka,"৳7,500,000","Shantinagar Bazar Rd, Shantinagar"
"In The Suitable Location of Shantinagar, an Eye-catching Flat of 1150 Sq Ft Is Up For Sale",3,2,1,vacant,1150,dhaka,"৳9,000,000","Shantinagar Bazar Rd, Shantinagar"
800 Sq Ft Flat Is Now For Sale In West Ahmed Nagar,2,2,3,vacant,800,dhaka,"৳4,000,000","Ahmed Nagar, Mirpur"
New with a view – 1000 SQ FT Flat for Sale in West Shewrapara,3,2,1,vacant,1000,dhaka,"৳6,000,000","West Shewrapara, Mirpur"
